,Name,Category,Category_2,global_id,index,pop_place
105,"- Богадельня, кон. XIX в.",Культура ,Архитектура,37248110.0,8380,10016.0
106,"- Богадельня, кон. XVIII в., 1817-1821 гг., 1887 г., 1895-1897 гг.",Культура ,Архитектура,2960411.0,4543,544.0
107,"- Боголюбская церковь, 1685 г. часть - церковь",Культура ,Архитектура,2953203.0,2008,562.0
108,"- Боголюбская церковь, 1685 г.часть - часовня-склеп",Культура ,Архитектура,2954344.0,2408,562.0
109,"- Боковой дом с магазином, арх. Ф.О.Шехтель",Культура ,Архитектура,2956696.0,3222,7.0
110,- Боковой корпус,Культура ,Архитектура,2952507.0,1741,64.0
111,- Боковой корпус,Культура ,Архитектура,2953633.0,2150,64.0
112,- Боковой флигель,Культура ,Архитектура,2949685.0,739,804.0
113,- Боковой флигель,Культура ,Архитектура,2955349.0,2772,402.0
114,- Боковой флигель,Культура ,Архитектура,2955991.0,2988,1365.0
115,- Боковой флигель,Культура ,Архитектура,2955993.0,2989,804.0
116,- Боковой флигель,Культура ,Архитектура,2956038.0,3005,1365.0
117,- Боковой флигель,Культура ,Архитектура,2959194.0,4105,402.0
118,- Боковой флигель,Культура ,Архитектура,13414932.0,7955,97.0
119,- Боковой флигель,Культура ,Архитектура,13415006.0,7978,97.0
120,- Боковой флигель северный,Культура ,Архитектура,2956081.0,3019,25.0
121,- Боковой флигель южный,Культура ,Архитектура,2957064.0,3363,25.0
122,"- Боковой флигель, XIX в. стр.2",Культура ,Архитектура,2953515.0,2120,196.0
123,"- Боковой флигель, XIX в. стр.3",Культура ,Архитектура,2958369.0,3808,196.0
124,"- Боковой флигель, XVIII-XIX вв. западный",Культура ,Архитектура,2957992.0,3677,120.0
125,"- Боковой флигель, XVIII-XIX вв. южный",Культура ,Архитектура,2953122.0,1978,120.0
126,"- Боковой флигель, начало XIX в.",Культура ,Архитектура,2950956.0,1186,200.0
127,"- Боковой флигель, церковь, начало XIX в.",Культура ,Архитектура,4489097.0,4863,336.0
128,- Больница детская с приютом,Культура ,Архитектура,2954895.0,2605,614.0
129,"- Больница для неизлечимых больных, 1803 г., арх. М.Ф.Казаков",Культура ,Архитектура,2959427.0,4193,1448.0
130,"- Больница, 1899 г.",Культура ,Архитектура,37365746.0,8602,62515.0
131,"- Больница, 1912-1914 гг., арх.Л.Н.Кекушев",Культура ,Архитектура,2951555.0,1402,403.0
132,"- Больничные палаты, конец XVII в.",Культура ,Архитектура,2961042.0,4753,1307.0
133,"- Больничный корпус (Рогожская лечебница памяти С.И.Морозова), 1909-1910-е гг., архитектор В.М.Борин",Культура ,Архитектура,2953733.0,2187,2697.0
134,"- Больничный корпус, 1779 г., кон. XIX в.",Культура ,Архитектура,2956156.0,3045,878.0
135,"- Большая Померанцевая оранжерея - казарма 2-го Московского кадетского корпуса - жилой дом учеников Московской военно-фельдшерской школы, 1789-1792 гг., 1847-1849 гг., 1860-е гг., архитекторы С.А.Волков, Дж.Кваренги ()",Культура ,Архитектура,13414501.0,7789,87.0
136,"- Большой вагонный сарай, 1909 г.",Культура ,Архитектура,2954443.0,2446,83.0
137,"- Большой дворец, 1839-1849 гг., арх. К.А.Тон. Построен на месте Великокняжеского дворца XIV-XVII вв. и Гербовой башни XVII в. Квартира, где больного Свердлова Якова Михайловича 16 марта 1919 г. посетил Ленин Владимир Ильич",Культура ,Архитектура,13414553.0,7806,1045.5
138,"- Большой пруд, 1760 г.",Культура ,Архитектура,37365691.0,8573,14403.0
139,- Братский корпус,Культура ,Архитектура,2953366.0,2069,543.0
140,- Братский корпус 1801г.,Культура ,Архитектура,2950506.0,1029,2815.0
141,"- Братский корпус, 1870 г.",Культура ,Архитектура,2950537.0,1042,2815.0
142,"- Братский корпус, XVII в.",Культура ,Архитектура,2952455.0,1721,206.0
143,"- Братский корпус, XVII в., начало XVIII в.",Культура ,Архитектура,2957838.0,3632,1742.0
144,"- Братский корпус, XVII-XVIII вв.",Культура ,Архитектура,2956858.0,3284,543.0
145,- Бренквист () Карла Вольдемара (1871-1873 гг.),Культура ,Архитектура,37332643.0,8545,677.0
146,- Бренквист () Эмилии (урожденной Феррейн) (1839-1874 гг.),Культура ,Архитектура,37332688.0,8548,677.0
147,- Будка центрального управления стрелками и сигналами,Культура ,Архитектура,13414395.0,7744,851.0
148,- Будка центрального управления стрелками и сигналами,Культура ,Архитектура,13414576.0,7814,1005.0
149,- Будка центрального управления стрелками и сигналами,Культура ,Архитектура,13414913.0,7946,922.0
150,- Будка центрального управления стрелками и сигналами,Культура ,Архитектура,13414943.0,7959,1906.0
151,- Будка центрального управления стрелками и сигналами,Культура ,Архитектура,13414950.0,7962,184.0
152,"- Бывшее реальное училище для детей, с. Остафьево,1860 г.",Культура ,Архитектура,37365696.0,8575,14414.0
153,"- Бывший дом причта (воссоздание), XIX в.",Культура ,Архитектура,2950368.0,973,735.0
154,"- Бюст А.И.Герцена, 1954 г., скульптор С.Т.Коненков",Культура ,Архитектура,13780671.0,8197,4824.0
155,"- Бюст А.С.Попова, 1954 г., скульптор М.Т.Литовченко",Культура ,Архитектура,13780655.0,8185,2501.0
156,"- Бюст В.В.Докучаева, 1954 г., скульптор И.В.Крестовский",Культура ,Архитектура,13780530.0,8081,2501.0
157,"- Бюст Д.И.Менделеева, 1954 г., скульптор М.Г.Манизер",Культура ,Архитектура,13780618.0,8155,2501.0
158,"- Бюст И.В.Мичурина, 1954 г., скульптор М.Г.Манизер",Культура ,Архитектура,13780538.0,8088,2501.0
159,"- Бюст И.П.Павлова, 1954 г., скульптор М.Г.Манизер",Культура ,Архитектура,13780547.0,8097,2501.0
160,"- Бюст К.А.Тимирязева, 1954 г., скульптор С.Д.Меркуров",Культура ,Архитектура,13780626.0,8163,2501.0
161,"- Бюст М.В.Ломоносова, 1954 г., скульптор И.И.Козловский",Культура ,Архитектура,13780635.0,8170,7147.0
162,"- Бюст Н.Г.Чернышевского, 1954 г., скульптор Г.В.Нерода",Культура ,Архитектура,13780536.0,8087,2501.0
163,"- Бюст Н.Е.Жуковского, 1954 г., скульптор М.Г.Манизер",Культура ,Архитектура,13780723.0,8240,2501.0
164,"- Бюст Н.И.Лобачевского, 1954 г., скульптор Н.В.Давыдкин",Культура ,Архитектура,13780575.0,8118,2501.0
165,"- Бюст П.Л.Чебышева, 1954 г., скульптор И.А.Рабинович",Культура ,Архитектура,13780704.0,8226,2501.0
166,- В.В.Кригер,Культура ,Архитектура,2959962.0,4366,12.0
167,- В.Д.Тихомиров,Культура ,Архитектура,2960289.0,4499,12.0
168,"- В.Н.Попов, А.П.Кторов",Культура ,Архитектура,2957109.0,3382,12.0
169,- В.Э.Мейерхольд,Культура ,Архитектура,2949900.0,813,12.0
170,"- Вагонный сарай с котельной, 1903-1909 гг., 1910-1911 гг., архитекторы Н.К.Жуков, М.Н.Глейнинг, инженер Н.А.Сытенко, инженер В.Г.Шухов ()",Культура ,Архитектура,2949578.0,703,46.5
171,"- Вагонный сарай, 1910-1911 гг.",Культура ,Архитектура,2955014.0,2654,663.0
172,"- Вал вокруг фабрики, конец XVIII в.",Культура ,Архитектура,37365681.0,8566,10090.0
173,"- Вал вокруг церкви, конец XVIII - начало XIX в.",Культура ,Архитектура,58281811.0,8609,10090.0
174,"- Вал и канава вокруг березовой рощи, начало XIX в.",Культура ,Архитектура,37365720.0,8588,50359.0
175,"- Вал и канава по восточной границе усадьбы, 1867 г.",Культура ,Архитектура,58281993.0,8610,64813.0
176,- Ванный домик,Культура ,Архитектура,2958566.0,3873,15179.0
177,- Ванный домик у пруда,Культура ,Архитектура,2960342.0,4520,2689.0
178,- Введенская церковь,Культура ,Архитектура,2958925.0,4000,128.0
179,"- Веерное депо с поворотным кругом, 1901 г., 1929 г.",Культура ,Архитектура,13414388.0,7741,1240.0
180,- Виварий. Здание Центральной лаборатории им. Чечулина С.И.,Культура ,Архитектура,2951072.0,1231,252.0
181,"- Водоемная башня, 1900-1910 гг.",Культура ,Архитектура,930067654.0,8938,1272.5
182,- Водоемное здание,Культура ,Архитектура,4008551.0,4787,880.0
183,- Водокачка,Культура ,Архитектура,2957962.0,3668,4703.0
184,- Водонапорная башня,Культура ,Архитектура,37248122.0,8383,7036.0
185,"- Водонапорная башня, 1904 г.",Культура ,Архитектура,13434337.0,8051,14550.0
186,"- Водонапорная станция с насосной станцией, 1901 г.",Культура ,Архитектура,13414452.0,7770,1240.0
187,- Ворота,Культура ,Архитектура,2953025.0,1936,26.0
188,- Ворота,Культура ,Архитектура,2958354.0,3804,38.0
189,- Ворота,Культура ,Архитектура,2960134.0,4434,159.0
190,- Ворота,Культура ,Архитектура,7634921.0,5118,121.0
191,- Ворота,Культура ,Архитектура,7637125.0,5136,64.0
192,- Ворота,Культура ,Архитектура,7641831.0,5176,35.0
193,- Ворота,Культура ,Архитектура,7699628.0,5674,2781.0
194,- Ворота,Культура ,Архитектура,7809270.0,6193,2515.0
195,- Ворота,Культура ,Архитектура,7831725.0,6329,328.0
196,- Ворота,Культура ,Архитектура,13780546.0,8096,735.0
197,- Ворота,Культура ,Архитектура,37248345.0,8435,7004.0
198,- Ворота Передние,Культура ,Архитектура,2959722.0,4289,5338.0
199,- Ворота Спасские,Культура ,Архитектура,13780552.0,8101,5338.0
200,- Ворота бокового въезда северного флигеля,Культура ,Архитектура,4020684.0,4826,1671.0
201,- Ворота бокового въезда южного флигеля,Культура ,Архитектура,4041529.0,4833,1671.0
202,- Ворота главного входа,Культура ,Архитектура,13780576.0,8119,1671.0
203,- Ворота главного въезда,Культура ,Архитектура,37248245.0,8402,8225.0
204,- Ворота главные с двумя башнями,Культура ,Архитектура,2954582.0,2489,1742.0
205,"- Ворота и аллея к лаборатории кислорода, 1943-1944 гг., архитектор Б.М. Иофан, Е.Н. Стамо при участии Г.А. Асеева",Культура ,Архитектура,13380906.0,6959,2858.0
206,- Ворота и решетка ограды парка,Культура ,Архитектура,7833561.0,6430,109.0
207,- Ворота пилоны ворот,Культура ,Архитектура,7662688.0,5366,1822.0
208,"- Ворота по Моховой улице, 1876 г.",Культура ,Архитектура,2957114.0,3383,97.0
209,- Ворота по Яузскому бульвару,Культура ,Архитектура,7833460.0,6357,916.0
210,"- Ворота с калитками, 1903 г., архитектор Б.Н.Шнауберт",Культура ,Архитектура,13415011.0,7981,183.0
211,"- Ворота с оградой, 1835 г., 1915-1916 гг.",Культура ,Архитектура,13414699.0,7853,211.0
212,"- Ворота северные, 1833-1853 гг.",Культура ,Архитектура,13380212.0,6473,418.0
213,"- Ворота северо-восточные, 1870-е гг.",Культура ,Архитектура,13380482.0,6665,600.0
214,"- Ворота юго-западные, 1870-е гг., арх. А.А.Мейнгардт",Культура ,Архитектура,7796724.0,6119,677.0
215,"- Ворота южные, 1833-1853 гг.",Культура ,Архитектура,7754476.0,6037,524.0
216,"- Ворота, 1880-е гг.",Культура ,Архитектура,7680705.0,5511,354.0
217,"- Ворота, 1890-е гг.",Культура ,Архитектура,7729562.0,5873,511.0
218,"- Ворота, XIX в.",Культура ,Архитектура,7643138.0,5189,885.0
219,"- Ворота, XIX в.",Культура ,Архитектура,7833479.0,6371,511.0
220,"- Ворота, кон. XIX в.",Культура ,Архитектура,7833493.0,6382,1241.0
221,"- Ворота, конец XVIII - начало XIX вв.",Культура ,Архитектура,13380787.0,6874,1181.0
222,- Ворота: Виноградные,Культура ,Архитектура,2954574.0,2485,14939.0
223,- Ворота: Стрельчатые,Культура ,Архитектура,2954403.0,2427,14939.0
224,"- Воскресенская церковь, 1853-1859 гг.",Культура ,Архитектура,2957022.0,3343,524.0
225,"- Воскресная школа с квартирой священника, нач. ХХ в., арх. Б.В.Фрейденберг",Культура ,Архитектура,2958339.0,3796,557.0
226,"- Восточный (одноэтажный) флигель, XVIII в.",Культура ,Архитектура,2958036.0,3692,735.0
227,- Восточный дворовый флигель,Культура ,Архитектура,2957506.0,3530,60.0
228,- Восточный дом причта со служебными постройками,Культура ,Архитектура,2957490.0,3522,183.0
229,"- Восточный жилой флигель со службами, 1819 г., 1876-1880-е гг., 1895 г., архитектор В.А.Коссов",Культура ,Архитектура,2951838.0,1509,675.0
230,- Восточный корпус,Культура ,Архитектура,2952924.0,1897,962.0
231,- Восточный корпус,Культура ,Архитектура,2958467.0,3841,328.0
232,- Восточный корпус при соборе,Культура ,Архитектура,2956401.0,3133,4703.0
233,"- Восточный корпус, 1856-1857 гг.",Культура ,Архитектура,2960016.0,4385,38.0
234,"- Восточный корпус, 1891-1892 гг., архитектор С.С. Эйбушиц",Культура ,Архитектура,2955120.0,2689,9.0
235,"- Восточный служебный флигель (каретный сарай), 1796-1801 гг., арх. М.Ф.Казаков",Культура ,Архитектура,2950428.0,999,284.0
236,- Восточный флигель,Культура ,Архитектура,2952921.0,1895,511.0
237,- Восточный флигель,Культура ,Архитектура,2954566.0,2482,39.0
238,- Восточный флигель,Культура ,Архитектура,2959649.0,4263,38.0
239,- Восточный флигель,Культура ,Архитектура,2960822.0,4676,1448.0
240,- Восточный флигель,Культура ,Архитектура,13414438.0,7766,200.0
241,"- Восточный флигель (прачечная и квартиры служащих), 1890-е гг., инженер-архитектор В.Г.Залесский",Культура ,Архитектура,2957428.0,3501,2279.0
242,- Восточный флигель оранжереи,Культура ,Архитектура,7650424.0,5258,1880.0
243,"- Восточный флигель, 1787 г., 1901 г.",Культура ,Архитектура,2950670.0,1088,961.0
244,"- Восточный флигель, 1803-1804 гг., архитектор Ф.К.Соколов",Культура ,Архитектура,2959197.0,4106,102.0
245,"- Восточный флигель, 1872 г., 1896 г., 1920-е гг. (), техник архитектуры А.В.Красильников",Культура ,Архитектура,2949608.0,709,260.0
246,"- Восточный флигель, кон. XVIII в., 1829 г., 1883 г., архитектор М.Ф.Бугровский",Культура ,Архитектура,2953042.0,1946,285.0
247,"- Вход, 1950 - 1960-ее гг., арх. Б.И.Аверинцев",Культура ,Архитектура,7677060.0,5483,5627.0
248,"- Въездной мост, XVIII в.",Культура ,Архитектура,13434294.0,8043,2781.0
249,- Въездные ворота,Культура ,Архитектура,13780543.0,8093,3985.0
250,"- Въездные ворота и ограда городской усадьбы, 1880-е гг.",Культура ,Архитектура,1011664697.0,8960,142.0
251,"- Въездные ворота, начало XIX в., арх. Е.Д.Тюрин с флигелем в ограде",Культура ,Архитектура,7751806.0,6014,2689.0
252,- Гараж,Культура ,Архитектура,2959411.0,4185,4002.0
253,- Гауптвахта,Культура ,Архитектура,2952561.0,1761,1040.0
254,- Гауптвахта,Культура ,Архитектура,2960985.0,4731,1448.0
255,"- Гауптвахта, XIX в.",Культура ,Архитектура,2958496.0,3852,1450.0
256,"- Геологический институт, 1910-1913 гг., 1950-е гг., архитектор Р.И.Клейн",Культура ,Архитектура,2951785.0,1492,34.0
257,"- Гидроканал с модельными мастерскими, 1925-1930-е гг., архитекторы В.А.Кузнецов, В.Я.Мовчан, И.С.Николаев, А.С.Фисенко, инженер-конструктор А.Н.Туполев, гидромеханик Л.И.Седов, 1950-е гг.",Культура ,Архитектура,272398133.0,8671,1053.0
258,"- Гинекологическое отделение, 1908-1909 гг., архитектор И.А.Герман",Культура ,Архитектура,2955151.0,2700,139.0
259,"- Главное здание с диспетчерской башней и станцией метрополитена, 1954 г.",Культура ,Архитектура,64875388.0,8619,2008.5
260,"- Главное здание, 1801-1807 гг., арх. М.Ф.Казаков архитектурно-художественные интерьеры",Культура ,Архитектура,2950932.0,1176,247.0
261,"- Главное здание, 1946-1951 гг., А.В.Щусев, А.В.Снигарев, Н.М.Морозов, Б.М.Тарелин",Культура ,Архитектура,2959778.0,4306,3724.0
262,"- Главные ворота, 1759 год, архитектор С.И.Чевакинский",Культура ,Архитектура,13380796.0,6881,885.0
263,"- Главные въездные ворота дворца со скульптурными группами «Времена года» и фонтаном перед дворцом, начало XIX в.",Культура ,Архитектура,7627916.0,5064,1650.0
264,"- Главные въездные ворота дворца со скульптурными группами «Времена года» и фонтаном перед дворцом, начало XIX в. Скульптурная группа с фонтаном, 1835 г., ск. И.П. Витали",Культура ,Архитектура,7650116.0,5255,9.0
265,"- Главный вход (пропилеи, циркумференции) с металлической оградой (ковка, литьё) в каменных столбах и Ленинской площадью перед главным входом, 1955 г., арх. Ю.В.Щуко, А.Спасов, инж. Л.Шойхет, Б.Новиков",Культура ,Архитектура,2955131.0,2693,1131.0
266,- Главный дом,Культура ,Архитектура,2949711.0,748,511.0
267,- Главный дом,Культура ,Архитектура,2949785.0,772,19.5
268,- Главный дом,Культура ,Архитектура,2949827.0,786,28.0
269,- Главный дом,Культура ,Архитектура,2949895.0,810,80.0
270,- Главный дом,Культура ,Архитектура,2949905.0,815,153.0
